serialnumber,CruiseNumber,day,month,year,time,fecha3,Site,STATION,latitude,longitude,CTD,Depth,Fucoxanthin,Peridinin,Alloxanthin,19'-Butanoyloxyfucoxanthin,19'-Hexanoyloxyfucoxanthin,Zeaxanthin,TChlb,Divinyl_Chlorophyll_a,Chla,Tchla,DP_Uitz2006,[%Micro_Uitz],[%Nano_Uitz],[%Pico_Uitz],[MicroChl_Uitz],[NanoChl_Uitz],[PicoChl_Uitz],DP_CNR2017,[%Micro_CNR2017],[%Nano_CNR2017],[%Pico_CNR2017],Diatoms_Chl,Dinofl_Chl,Crypto_Chl,Prymnesio_Chl,Cocco_Chl,Cyanobac_Chl,Picoeukar_Chl
287,19,8,2,2003,14.22,2003-02-08,boussole,B0203-45,43.366,7.903,4,5,0.311,0.133,0.164,0.146,0.426,0.098,0.256,0.051,2.118,2.169,1.6594,37.7269,41.6126,20.6605,0.8183,0.9026,0.4481,2.1491,33.4887,47.8663,18.6449,0.573175961,0.245120266,0.128618537,0.066792756,0.707166675,0.1101623,0.337963505
288,19,8,2,2003,14.22,2003-02-08,boussole,B0203-46,43.366,7.903,4,5,0.325,0.137,0.166,0.15,0.43,0.097,0.27,0.048,2.079,2.127,1.7057,38.1899,40.9324,20.8777,0.8123,0.8706,0.4441,2.2011,34.0186,47.2986,18.6828,0.571422227,0.240876447,0.124197826,0.065465722,0.680968201,0.104021914,0.340047663
289,21,5,4,2003,9.55,2003-04-05,boussole,B0403-0101,43.366,7.9,1,199,0.009,0,0,0,0,0,0,0,0.017,0.017,0.0127,100,0,0,0.017,0,0,0.0144,100,0,0,0.017,0,0,0,0,0,0
290,21,5,4,2003,9.55,2003-04-05,boussole,B0403-0102,43.366,7.9,1,150,0.024,0,0.002,0.007,0.014,0.002,0.006,0,0.072,0.072,0.0631,53.6717,33.9889,12.3394,0.0386,0.0245,0.0089,0.0732,52.4805,35.4107,12.1088,0.038643616,0,0.001370341,0.00279778,0.020303886,0.001964155,0.006920222
291,21,5,4,2003,9.55,2003-04-05,boussole,B0403-0103,43.366,7.9,1,138,0.084,0,0.013,0.04,0.08,0.01,0.029,0,0.351,0.351,0.2797,42.3408,44.114,13.5452,0.1486,0.1548,0.0475,0.3301,40.7125,46.1347,13.1528,0.148616309,0,0.009787295,0.01756694,0.12748579,0.01079112,0.036752547
292,21,5,4,2003,9.55,2003-04-05,boussole,B0403-0104,43.366,7.9,1,135,0.132,0,0.023,0.07,0.135,0.013,0.051,0,0.592,0.592,0.4586,40.5879,45.741,13.6711,0.2403,0.2708,0.0809,0.5407,39.0641,48.3307,12.6052,0.24028053,0,0.017815771,0.031629449,0.221341591,0.014433357,0.066499302
293,21,5,4,2003,9.55,2003-04-05,boussole,B0403-0105,43.366,7.9,1,129,0.158,0,0.029,0.083,0.168,0.014,0.061,0,0.752,0.752,0.5562,40.0511,46.7083,13.2407,0.3012,0.3512,0.0996,0.6554,38.5725,49.4133,12.0142,0.301183949,0,0.023523659,0.039273695,0.288448727,0.01627729,0.083292679
294,21,5,4,2003,9.55,2003-04-05,boussole,B0403-0109,43.366,7.9,1,49,0.284,0.009,0.052,0.144,0.292,0.024,0.106,0,1.354,1.354,0.9933,41.5929,45.5506,12.8565,0.5632,0.6168,0.1741,1.1727,40.0295,48.353,11.6175,0.545869461,0.01729868,0.042531034,0.068703978,0.505519506,0.028135915,0.145941426
295,21,5,4,2003,9.55,2003-04-05,boussole,B0403-0110,43.366,7.9,1,20,0.276,0.009,0.051,0.136,0.271,0.023,0.083,0,1.308,1.308,0.9278,43.3107,45.5223,11.1669,0.5665,0.5954,0.1461,1.1058,41.2926,48.3795,10.3279,0.548614811,0.017889613,0.043138075,0.067103672,0.485190563,0.027884677,0.118178589
296,21,5,4,2003,9.55,2003-04-05,boussole,B0403-0111,43.366,7.9,1,5,0.236,0.008,0.039,0.114,0.229,0.022,0.053,0,1.232,1.232,0.7706,44.6446,45.9539,9.4015,0.55,0.5662,0.1158,0.9175,42.6124,48.0119,9.3757,0.531987646,0.01803348,0.037409878,0.063788638,0.464953622,0.030247645,0.085579092
297,21,5,4,2003,9.55,2003-04-05,boussole,B0403-0111,43.366,7.9,1,5,0.225,0.007,0.039,0.111,0.223,0.022,0.053,0,1.18,1.18,0.745,43.907,46.3686,9.7244,0.5181,0.5471,0.1147,0.8894,41.7902,48.5384,9.6715,0.502469699,0.015632391,0.037061595,0.06153175,0.448556166,0.029966042,0.084782358
298,21,5,4,2003,9.55,2003-04-05,boussole,B0403-0111,43.366,7.9,1,5,0.229,0.008,0.039,0.112,0.223,0.02,0.05,0,1.206,1.206,0.7477,44.6943,46.2511,9.0547,0.539,0.5578,0.1092,0.8918,42.5816,48.4706,8.9478,0.520818184,0.018194522,0.037743955,0.063229189,0.45681476,0.02774342,0.08145597
299,21,5,4,2003,14.23,2003-04-05,boussole,B0403-0201,43.366,7.9,2,220,0.009,0,0,0,0,0,0,0,0.017,0.017,0.0127,100,0,0,0.017,0,0,0.0144,100,0,0,0.017,0,0,0,0,0,0
300,21,5,4,2003,14.23,2003-04-05,boussole,B0403-0203,43.366,7.9,2,170,0.117,0,0.022,0.065,0.128,0.013,0.042,0,0.56,0.56,0.4171,39.5536,47.5952,12.8513,0.2215,0.2665,0.072,0.4949,37.8243,50.0061,12.1696,0.221499952,0,0.017723219,0.030545699,0.218264122,0.015011029,0.05695598
301,21,5,4,2003,14.23,2003-04-05,boussole,B0403-0204,43.366,7.9,2,160,0.169,0.007,0.033,0.096,0.191,0.016,0.065,0,0.864,0.864,0.6235,39.7986,47.4661,12.7353,0.3439,0.4101,0.11,0.7371,38.2687,50.0861,11.6452,0.330183404,0.013676236,0.02743561,0.046557398,0.33611393,0.019066363,0.090967059
302,21,5,4,2003,14.23,2003-04-05,boussole,B0403-0205,43.366,7.9,2,146,0.19,0.01,0.037,0.106,0.211,0.017,0.07,0,0.971,0.971,0.6946,40.5995,47.117,12.2835,0.3942,0.4575,0.1193,0.822,39.0132,49.7914,11.1955,0.374509999,0.019711053,0.031034423,0.051863833,0.374607855,0.020437985,0.098834852
303,21,5,4,2003,14.23,2003-04-05,boussole,B0403-0206,43.366,7.9,2,131,0.212,0.009,0.041,0.12,0.237,0.018,0.076,0,1.086,1.086,0.7714,40.3933,47.6498,11.9569,0.4387,0.5175,0.1299,0.9121,38.8372,50.2977,10.8652,0.420806699,0.017864435,0.03463082,0.059125791,0.423720756,0.021792077,0.108059421
304,21,5,4,2003,14.23,2003-04-05,boussole,B0403-0207,43.366,7.9,2,100,0.203,0.008,0.04,0.122,0.235,0.017,0.072,0,1.073,1.073,0.75,39.668,48.6867,11.6453,0.4256,0.5224,0.125,0.8868,38.133,51.2906,10.5763,0.40949972,0.01613792,0.034336,0.061089467,0.426982467,0.020916347,0.10403808
305,21,5,4,2003,14.23,2003-04-05,boussole,B0403-0208,43.366,7.9,2,75,0.229,0.01,0.04,0.133,0.247,0.018,0.076,0,1.122,1.122,0.8135,41.4262,47.2347,11.3391,0.4648,0.53,0.1272,0.9575,40.0117,49.6381,10.3502,0.445354567,0.019447798,0.033102634,0.064205318,0.432665224,0.021351199,0.105873259
306,21,5,4,2003,14.23,2003-04-05,boussole,B0403-0209,43.366,7.9,2,50,0.259,0.01,0.043,0.138,0.279,0.021,0.074,0,1.261,1.261,0.9005,42.119,47.5758,10.3052,0.5311,0.5999,0.1299,1.0578,40.7548,49.5354,9.7099,0.511376305,0.019744259,0.036127793,0.067634589,0.496169025,0.025289455,0.104658575
307,21,5,4,2003,14.23,2003-04-05,boussole,B0403-0210,43.366,7.9,2,20,0.243,0.011,0.046,0.127,0.267,0.024,0.078,0,1.262,1.262,0.8687,41.2271,47.3282,11.4447,0.5203,0.5973,0.1444,1.0304,39.515,49.6545,10.8305,0.497754184,0.022532082,0.040095775,0.064574537,0.492611465,0.029984667,0.114447289
308,21,5,4,2003,14.23,2003-04-05,boussole,B0403-0211,43.366,7.9,2,5,0.131,0,0.028,0.069,0.142,0.015,0.031,0,0.718,0.718,0.4502,41.0275,49.1526,9.8199,0.2946,0.3529,0.0705,0.5462,38.3728,51.7173,9.9099,0.294577597,0,0.02679283,0.038514693,0.287608272,0.020573066,0.049933542
309,22,28,5,2003,15.78,2003-05-28,boussole,B0503-Q11,43.372,7.906,NA,5,0.004,0.001,0.004,0.006,0.062,0.019,0.006,0,0.174,0.174,0.1127,6.2561,73.8664,19.8775,0.0109,0.1285,0.0346,0.1347,5.9893,64.8508,29.1599,0.008708492,0.002177123,0.003705741,0.003242524,0.1215792,0.025229923,0.009356997
310,22,28,5,2003,15.78,2003-05-28,boussole,B0503-Q12,43.372,7.906,NA,5,0.007,0.003,0.009,0.01,0.096,0.021,0.008,0,0.21,0.21,0.1711,8.2427,76.4761,15.2812,0.0173,0.1606,0.0321,0.2041,7.9414,70.194,21.8646,0.012116801,0.005192915,0.006629253,0.004296738,0.149673799,0.022171168,0.009919327
311,22,28,5,2003,15.78,2003-05-28,boussole,B0503-Q13,43.372,7.906,NA,5,0.007,0.003,0.009,0.01,0.097,0.021,0.008,0,0.208,0.208,0.1723,8.182,76.6495,15.1686,0.017,0.1594,0.0316,0.2053,7.8958,70.3653,21.7389,0.011912958,0.005105553,0.006517728,0.004224453,0.148688679,0.021798178,0.009752452
312,22,28,5,2003,16.08,2003-05-28,boussole,B0503-Q21,43.363,7.901,NA,5,0.003,0.002,0.005,0.005,0.051,0.018,0.008,0,0.158,0.158,0.1001,7.0408,69.4297,23.5294,0.0111,0.1097,0.0372,0.1239,6.5682,61.7526,31.6792,0.006674723,0.004449815,0.004733846,0.00276141,0.102203735,0.024426645,0.012749825
313,22,28,5,2003,16.08,2003-05-28,boussole,B0503-Q22,43.363,7.901,NA,5,0.004,0.003,0.008,0.007,0.066,0.019,0.008,0,0.174,0.174,0.1254,7.8733,72.6468,19.4799,0.0137,0.1264,0.0339,0.1559,7.3174,66.3567,26.3259,0.007828334,0.005871251,0.006662412,0.003400606,0.116342374,0.022679962,0.011215061
314,22,28,5,2003,16.08,2003-05-28,boussole,B0503-Q23,43.363,7.901,NA,5,0.004,0.003,0.01,0.008,0.072,0.02,0.009,0,0.186,0.186,0.1364,7.2361,73.4897,19.2742,0.0135,0.1367,0.0359,0.1717,6.6472,67.8823,25.4704,0.007690909,0.005768182,0.008181818,0.003818182,0.124690909,0.023454545,0.012395455
315,22,28,5,2003,16.35,2003-05-28,boussole,B0503-Q31,43.373,7.894,NA,5,0.004,0.003,0.006,0.007,0.072,0.021,0.008,0,0.203,0.203,0.1335,7.3933,73.0262,19.5805,0.015,0.1482,0.0397,0.1612,7.0786,65.2336,27.6878,0.00857618,0.006432135,0.005474157,0.003725468,0.139043596,0.027462022,0.012286442
316,22,28,5,2003,16.35,2003-05-28,boussole,B0503-Q32,43.373,7.894,NA,5,0.006,0.003,0.01,0.009,0.098,0.024,0.009,0,0.238,0.238,0.176,7.209,75.9018,16.8892,0.0172,0.1806,0.0402,0.2133,6.8508,69.291,23.8582,0.011438278,0.005719139,0.008112254,0.004258933,0.16827518,0.027906152,0.012290064
317,22,28,5,2003,16.35,2003-05-28,boussole,B0503-Q33,43.373,7.894,NA,5,0.006,0.003,0.009,0.009,0.091,0.024,0.007,0,0.222,0.222,0.1645,7.7133,75.4437,16.8429,0.0171,0.1675,0.0374,0.2005,7.2853,68.2208,24.4939,0.011415755,0.005707877,0.007286652,0.004250547,0.155947848,0.027851204,0.009540117
318,22,27,5,2003,10.33,2003-05-27,boussole,B0503-0101,43.365,7.901,1,10,0.007,0,0.002,0.012,0.092,0.02,0.007,0,0.196,0.196,0.1564,6.3115,78.1686,15.5199,0.0124,0.1532,0.0304,0.174,6.4383,69.4413,24.1205,0.012370636,0,0.001504029,0.0052641,0.146442256,0.021557744,0.008861235
319,22,27,5,2003,10.33,2003-05-27,boussole,B0503-0102,43.365,7.901,1,10,0.007,0,0.002,0.013,0.096,0.02,0.007,0,0.195,0.195,0.1618,6.0997,78.9012,14.9991,0.0119,0.1539,0.0292,0.1793,6.2483,70.3431,23.4086,0.011894506,0,0.001446141,0.005483283,0.146927878,0.020728014,0.008520178
320,22,27,5,2003,10.33,2003-05-27,boussole,B0503-0103,43.365,7.901,1,10,0.006,0,0.002,0.011,0.083,0.02,0.007,0,0.185,0.185,0.1432,5.9082,77.1423,16.9495,0.0109,0.1427,0.0314,0.1612,5.9564,68.0089,26.0346,0.010930233,0,0.001550388,0.00497416,0.13618863,0.022222222,0.009134367
321,22,27,5,2003,10.33,2003-05-27,boussole,B0503-0104,43.365,7.901,1,4,0.007,0,0.004,0.012,0.091,0.02,0.007,0,0.195,0.195,0.1563,6.3144,78.1588,15.5268,0.0123,0.1524,0.0303,0.1782,6.2858,70.165,23.5492,0.012313032,0,0.00299405,0.005239588,0.144175996,0.02145736,0.008819973
322,22,27,5,2003,10.33,2003-05-27,boussole,B0503-0105,43.365,7.901,1,4,0.008,0,0.004,0.012,0.097,0.02,0.008,0,0.21,0.21,0.1664,6.7809,78.0222,15.1969,0.0142,0.1638,0.0319,0.1877,6.8179,70.3633,22.8188,0.014239856,0,0.003029757,0.005302074,0.155514878,0.021713255,0.01020018
323,22,27,5,2003,10.33,2003-05-27,boussole,B0503-0106,43.365,7.901,1,4,0.008,0,0.004,0.012,0.097,0.022,0.007,0,0.202,0.202,0.1671,6.7521,77.6907,15.5573,0.0136,0.1569,0.0314,0.1904,6.7213,69.3657,23.913,0.013639172,0,0.002901951,0.005078415,0.148954747,0.02287705,0.008548665
324,22,27,5,2003,13.42,2003-05-27,boussole,B0503-0202,43.366,7.902,2,11,0.011,0,0.004,0.015,0.129,0.021,0.013,0,0.256,0.256,0.2182,7.1088,78.5957,14.2955,0.0182,0.2012,0.0366,0.2382,7.3887,72.0277,20.5835,0.018198552,0,0.002816023,0.006160051,0.192228802,0.021190577,0.015405995
325,22,27,5,2003,13.42,2003-05-27,boussole,B0503-0203,43.366,7.902,2,11,0.009,0,0.004,0.014,0.12,0.025,0.011,0,0.248,0.248,0.205,6.1902,77.9024,15.9073,0.0154,0.1932,0.0395,0.2292,6.2824,69.9708,23.7468,0.015351805,0,0.002903415,0.005927805,0.184366829,0.026009756,0.01344039
326,22,27,5,2003,13.42,2003-05-27,boussole,B0503-0201,43.366,7.902,2,10,0.009,0,0.004,0.013,0.118,0.019,0.011,0,0.245,0.245,0.197,6.4433,79.6192,13.9375,0.0158,0.1951,0.0341,0.2155,6.6809,73.0491,20.27,0.015785986,0,0.002985529,0.005660066,0.186421427,0.020326479,0.013820513
327,22,27,5,2003,13.42,2003-05-27,boussole,B0503-0205,43.366,7.902,2,5,0.012,0,0.007,0.015,0.145,0.022,0.016,0,0.288,0.288,0.2456,6.8893,78.8274,14.2834,0.0198,0.227,0.0411,0.2712,7.0794,73.209,19.7117,0.019841042,0,0.004925081,0.006156352,0.215941368,0.022186319,0.018949837
328,22,27,5,2003,13.42,2003-05-27,boussole,B0503-0205,43.366,7.902,2,5,0.011,0,0.006,0.014,0.141,0.025,0.013,0,0.279,0.279,0.2377,6.5248,78.9071,14.5682,0.0182,0.2202,0.0406,0.2644,6.6578,72.0862,21.2559,0.018204072,0,0.004225317,0.005751125,0.210174288,0.025234529,0.015410668
329,22,27,5,2003,13.42,2003-05-27,boussole,B0503-0206,43.368,7.892,2,5,0.01,0,0.005,0.013,0.132,0.025,0.012,0,0.274,0.274,0.2229,6.3254,78.5923,15.0823,0.0173,0.2153,0.0413,0.248,6.4521,71.2436,22.3042,0.017331659,0,0.003687587,0.00559284,0.206062357,0.026427706,0.014897851
330,22,28,5,2003,7.12,2003-05-28,boussole,B0503-0901,43.368,7.892,9,10,0.006,0,0.002,0.011,0.097,0.025,0.007,0,0.215,0.215,0.1653,5.1189,77.5942,17.2869,0.011,0.1668,0.0372,0.1866,5.1436,67.5793,27.2771,0.011005627,0,0.001561082,0.005008471,0.160258063,0.027969383,0.009197374
331,22,28,5,2003,7.12,2003-05-28,boussole,B0503-0901,43.368,7.892,9,10,0.008,0,0.003,0.015,0.117,0.026,0.009,0,0.239,0.239,0.1984,5.6863,78.4594,15.8542,0.0136,0.1875,0.0379,0.222,5.7665,69.6986,24.5348,0.013590361,0,0.002168675,0.006325301,0.179024096,0.026939759,0.010951807
332,22,28,5,2003,7.12,2003-05-28,boussole,B0503-0901,43.368,7.892,9,10,0.005,0,0.001,0.01,0.086,0.025,0.006,0,0.208,0.208,0.1479,4.7658,76.6038,18.6304,0.0099,0.1593,0.0388,0.1679,4.7645,65.4398,29.7957,0.009912797,0,0.000843642,0.004921247,0.153571013,0.030230514,0.008520787
333,22,28,5,2003,7.12,2003-05-28,boussole,B0503-0905,43.368,7.892,9,5,0.007,0,0.004,0.013,0.127,0.029,0.009,0,0.26,0.26,0.2121,4.6526,79.3061,16.0413,0.0121,0.2062,0.0417,0.2391,4.6842,70.2928,25.023,0.012096729,0,0.002941454,0.005576506,0.197677949,0.030566607,0.011140756
334,22,28,5,2003,7.12,2003-05-28,boussole,B0503-0905,43.368,7.892,9,5,0.007,0,0.004,0.013,0.127,0.029,0.009,0,0.259,0.259,0.2121,4.6526,79.3061,16.0413,0.0121,0.2054,0.0415,0.2391,4.6842,70.2928,25.023,0.012050203,0,0.00293014,0.005555058,0.196917649,0.030449043,0.011097907
335,22,28,5,2003,7.12,2003-05-28,boussole,B0503-0905,43.368,7.892,9,5,0.007,0,0.003,0.013,0.119,0.029,0.009,0,0.246,0.246,0.2014,4.9012,78.2004,16.8984,0.0121,0.1924,0.0416,0.227,4.9348,68.7037,26.3615,0.012056907,0,0.002198828,0.005558149,0.184616049,0.030465985,0.011104082
336,22,28,5,2003,15.02,2003-05-28,boussole,B05030001,43.365,7.902,10,11,0.004,0,0.001,0.008,0.066,0.019,0.006,0,0.138,0.138,0.1153,4.8933,75.6724,19.4343,0.0068,0.1044,0.0268,0.1308,4.8918,65.0768,30.0313,0.006752733,0,0.000718376,0.003352421,0.100357106,0.019563769,0.007255596
337,22,28,5,2003,15.02,2003-05-28,boussole,B05030002,43.365,7.902,10,11,0.005,0.003,0.002,0.008,0.071,0.019,0.006,0,0.14,0.14,0.1279,8.8228,73.6566,17.5205,0.0124,0.1031,0.0245,0.146,8.9085,64.1879,26.9036,0.007719984,0.004631991,0.00131404,0.003066093,0.098739147,0.017892843,0.006635901
338,22,28,5,2003,15.02,2003-05-28,boussole,B05030005,43.365,7.902,10,4,0.005,0,0.002,0.008,0.071,0.02,0.007,0,0.143,0.143,0.1255,5.618,75.0418,19.3402,0.008,0.1073,0.0277,0.1437,5.5672,65.2331,29.1997,0.008033708,0,0.00136744,0.003190692,0.102751693,0.019599968,0.008056499
339,22,28,5,2003,15.02,2003-05-28,boussole,B05030005,43.365,7.902,10,4,0.004,0,0.001,0.008,0.066,0.019,0.007,0,0.137,0.137,0.1163,4.8508,75.0151,20.1342,0.0066,0.1028,0.0276,0.1317,4.8592,64.642,30.4988,0.006645566,0,0.000706975,0.003299217,0.098764428,0.01925329,0.008330524
340,22,28,5,2003,15.02,2003-05-28,boussole,B05030006,43.365,7.902,10,4,0.004,0,0.001,0.007,0.062,0.02,0.006,0,0.133,0.133,0.1107,5.0953,73.891,21.0136,0.0068,0.0983,0.0279,0.1273,5.0263,62.7111,32.2626,0.006776764,0,0.000720932,0.002943807,0.094610353,0.020666727,0.007281417
341,22,28,5,2003,7.8,2003-05-28,boussole,B05030101,43.365,7.902,11,10,0.004,0,0.001,0.009,0.062,0.028,0.005,0,0.147,0.147,0.1173,4.8098,70.3479,24.8422,0.0071,0.1034,0.0365,0.1419,4.5099,57.0714,38.4187,0.007070442,0,0.000752175,0.003948917,0.098710387,0.030187276,0.006330803
342,22,28,5,2003,7.8,2003-05-28,boussole,B05030102,43.365,7.902,11,10,0.004,0,0.001,0.009,0.058,0.027,0.005,0,0.144,0.144,0.1113,5.0665,69.5383,25.3953,0.0073,0.1001,0.0366,0.1354,4.7267,56.3294,38.9439,0.007295724,0,0.000776141,0.004074739,0.095284226,0.030036651,0.006532519
343,22,29,5,2003,7.8,2003-05-29,boussole,B05030103,43.365,7.902,11,10,0.004,0,0.001,0.009,0.059,0.029,0.005,0,0.143,0.143,0.1143,4.934,68.8304,26.2357,0.0071,0.0984,0.0375,0.1402,4.5662,55.2583,40.1755,0.007055551,0,0.00075059,0.0039406,0.093736244,0.031199545,0.00631747
344,22,29,5,2003,7.8,2003-05-29,boussole,B05030105,43.365,7.902,11,6,0.004,0,0.002,0.011,0.074,0.026,0.005,0,0.166,0.166,0.1321,4.2701,74.9773,20.7526,0.0071,0.1245,0.0344,0.1563,4.0939,63.3212,32.5849,0.007088431,0,0.001508177,0.004838734,0.118115385,0.028102362,0.006346911
345,22,29,5,2003,7.8,2003-05-29,boussole,B05030105,43.365,7.902,11,6,0.004,0,0.002,0.01,0.072,0.027,0.005,0,0.16,0.16,0.1301,4.3368,73.9254,21.7378,0.0069,0.1183,0.0348,0.1552,4.124,61.8983,33.9777,0.00693887,0,0.001476355,0.004306036,0.11249827,0.028567474,0.006212995
346,22,29,5,2003,7.8,2003-05-29,boussole,B05030106,43.365,7.902,11,6,0.003,0,0.001,0.008,0.058,0.024,0.005,0,0.144,0.144,0.107,3.954,72.0322,24.0138,0.0057,0.1037,0.0346,0.1279,3.7541,59.2054,37.0405,0.005693775,0,0.000807628,0.003768929,0.099149748,0.027782389,0.006797532
347,22,29,5,2003,9.08,2003-05-29,boussole,B05030201,43.362,7.901,12,11,0.004,0,0.001,0.009,0.071,0.024,0.005,0,0.156,0.156,0.1253,4.503,74.986,20.511,0.007,0.117,0.032,0.1454,4.4026,63.0185,32.5789,0.007024671,0,0.000747305,0.003923353,0.112307545,0.025707305,0.00628982
348,22,29,5,2003,9.08,2003-05-29,boussole,B05030202,43.362,7.901,12,11,0.004,0,0.001,0.009,0.071,0.022,0.005,0,0.153,0.153,0.1235,4.5657,76.0301,19.4042,0.007,0.1163,0.0297,0.1418,4.5137,64.6096,30.8766,0.00698551,0,0.000743139,0.003901481,0.111681454,0.02343366,0.006254756
349,22,29,5,2003,9.08,2003-05-29,boussole,B05030203,43.362,7.901,12,11,0.003,0,0.001,0.008,0.066,0.022,0.005,0,0.149,0.149,0.1154,3.6649,75.5675,20.7676,0.0055,0.1126,0.0309,0.1337,3.5896,63.6704,32.7401,0.005460665,0,0.000774562,0.003614625,0.108206377,0.024424536,0.006519234
350,22,29,5,2003,9.08,2003-05-29,boussole,B05030206,43.362,7.901,12,6,0.003,0,0.001,0.008,0.062,0.022,0.005,0,0.149,0.149,0.1103,3.8336,74.4426,21.7238,0.0057,0.1109,0.0324,0.129,3.7209,62.3411,33.938,0.005712072,0,0.000810223,0.00378104,0.106328258,0.02554903,0.006819376
351,22,29,5,2003,9.08,2003-05-29,boussole,B05030205,43.362,7.901,12,5,0.004,0,0.002,0.01,0.075,0.023,0.006,0,0.163,0.163,0.1314,4.2913,76.0481,19.6607,0.007,0.124,0.032,0.1525,4.1981,65.3329,30.469,0.00699475,0,0.001488245,0.004340714,0.118129423,0.024531233,0.007515636
352,22,29,5,2003,9.08,2003-05-29,boussole,B05030205,43.362,7.901,12,5,0.004,0,0.002,0.01,0.073,0.024,0.006,0,0.163,0.163,0.1298,4.3468,75.0751,20.578,0.0071,0.1224,0.0335,0.1519,4.2139,64.0242,31.7619,0.007085318,0,0.001507514,0.004396917,0.116468054,0.025929249,0.007612948
353,22,29,5,2003,13.75,2003-05-29,boussole,B05030301,43.365,7.902,13,10,0.004,0,0.001,0.008,0.059,0.022,0.005,0,0.144,0.144,0.1079,5.2251,72.5681,22.2068,0.0075,0.1045,0.032,0.1271,5.037,60.5068,34.4562,0.00752418,0,0.000800445,0.003735409,0.099962201,0.025240689,0.006737076
354,22,29,5,2003,13.75,2003-05-29,boussole,B05030302,43.365,7.902,13,10,0.005,0,0.001,0.008,0.063,0.022,0.005,0,0.147,0.147,0.1144,6.161,72.8917,20.9473,0.0091,0.1072,0.0308,0.1334,5.9979,61.1786,32.8235,0.009056629,0,0.000770777,0.003596959,0.102783099,0.024305165,0.006487372
355,22,29,5,2003,13.75,2003-05-29,boussole,B05030303,43.365,7.902,13,10,0.005,0,0.002,0.009,0.065,0.023,0.005,0,0.142,0.142,0.1188,5.9353,73.1605,20.9042,0.0084,0.1039,0.0297,0.1408,5.6818,61.9531,32.3651,0.008428187,0,0.001434585,0.003765785,0.098687489,0.023646742,0.006037212
356,22,29,5,2003,13.75,2003-05-29,boussole,B05030305,43.365,7.902,13,5,0.005,0,0.001,0.008,0.064,0.018,0.005,0,0.148,0.148,0.1123,6.2801,75.432,18.2879,0.0093,0.1116,0.0271,0.1274,6.2794,64.9765,28.7441,0.009294495,0,0.000791021,0.003691431,0.107156957,0.020408338,0.006657759
357,22,29,5,2003,13.75,2003-05-29,boussole,B05030305,43.365,7.902,13,5,0.006,0,0.002,0.009,0.076,0.019,0.005,0,0.158,0.158,0.1307,6.4718,77.1649,16.3632,0.0102,0.1219,0.0259,0.1482,6.4769,67.609,25.9142,0.01022552,0,0.001450428,0.003807375,0.116662791,0.01975,0.006103886
358,22,29,5,2003,13.75,2003-05-29,boussole,B05030306,43.365,7.902,13,5,0.005,0,0.001,0.008,0.071,0.019,0.005,0,0.151,0.151,0.122,5.7782,76.6904,17.5313,0.0087,0.1158,0.0265,0.1375,5.8203,66.235,27.9447,0.008725104,0,0.000742562,0.00346529,0.111594705,0.020222441,0.006249898
359,23,28,6,2003,18.25,2003-06-28,boussole,B0603-Q11,43.372,7.907,NA,5,0.004,0.004,0.001,0.007,0.018,0.019,0.003,0,0.07,0.07,0.0566,19.9434,45.8098,34.2468,0.014,0.0321,0.024,0.0777,16.8426,35.9645,47.1929,0.006980198,0.006980198,0.000742574,0.003032178,0.028292079,0.020222772,0.00375
360,23,28,6,2003,18.25,2003-06-28,boussole,B0603-Q12,43.372,7.907,NA,5,0.004,0.003,0.001,0.007,0.019,0.018,0.003,0,0.071,0.071,0.0556,17.7646,48.9201,33.3153,0.0126,0.0347,0.0237,0.0754,15.1366,38.6177,46.2457,0.007207343,0.005405508,0.000766739,0.00313085,0.030835673,0.019781857,0.00387203
361,23,28,6,2003,18.25,2003-06-28,boussole,B0603-Q13,43.372,7.907,NA,5,0.004,0.004,0.001,0.007,0.019,0.019,0.003,0,0.07,0.07,0.0578,19.5054,46.9998,33.4947,0.0137,0.0329,0.0234,0.0788,16.5906,36.9229,46.4866,0.006826906,0.006826906,0.000726267,0.002965589,0.029208024,0.019778662,0.003667647
362,23,28,6,2003,18.53,2003-06-28,boussole,B0603-Q22,43.363,7.9,NA,5,0.004,0.003,0.001,0.006,0.013,0.018,0.003,0,0.063,0.063,0.0476,20.7397,40.3656,38.8947,0.0131,0.0254,0.0245,0.0677,16.8463,31.6846,51.4691,0.007466274,0.005599706,0.000794285,0.002779996,0.021856062,0.02049254,0.004011137
363,23,28,6,2003,18.53,2003-06-28,boussole,B0603-Q23,43.363,7.9,NA,5,0.006,0.004,0.001,0.008,0.013,0.014,0.005,0,0.071,0.071,0.0511,27.593,38.9628,33.4442,0.0196,0.0277,0.0237,0.0683,23.8221,33.0699,43.108,0.011754599,0.007836399,0.000833659,0.003890411,0.02293953,0.016728767,0.007016634
364,23,28,6,2003,18.75,2003-06-28,boussole,B0603-Q31,43.372,7.894,NA,5,0.002,0.004,0,0.005,0.015,0.021,0.003,0,0.07,0.07,0.0504,16.8024,41.3108,41.8868,0.0118,0.0289,0.0293,0.0707,13.9825,29.0829,56.9346,0.003920556,0.007841112,0,0.002432969,0.026484608,0.025108242,0.004212512
