serialnumber,CruiseNumber,day,month,year,time,fecha3,Site,STATION,latitude,longitude,CTD,Depth,Fucoxanthin,Peridinin,Alloxanthin,19'-Butanoyloxyfucoxanthin,19'-Hexanoyloxyfucoxanthin,Zeaxanthin,TChlb,Divinyl_Chlorophyll_a,Chla,Tchla,DP_Uitz2006,[%Micro_Uitz],[%Nano_Uitz],[%Pico_Uitz],[MicroChl_Uitz],[NanoChl_Uitz],[PicoChl_Uitz],DP_CNR2017,[%Micro_CNR2017],[%Nano_CNR2017],[%Pico_CNR2017],Diatoms_Chl,Dinofl_Chl,Crypto_Chl,Prymnesio_Chl,Cocco_Chl,Cyanobac_Chl,Picoeukar_Chl
3092,115,13,9,2011,10.28,2011-09-13,Boussole,B1150101,43.3663,7.8937,1,200,0.0002,0,0,0.0002,0.0003,0,0,0,0.0012,0.0012,0.0007,38.472,61.528,0,0.0005,0.0007,0,0.0008,40.6091,59.3909,0,0.000461664,0,0,0.000114598,0.000623738,0,0
3093,115,13,9,2011,10.28,2011-09-13,Boussole,B1150103,43.3663,7.8937,1,151,0.0005,0,0,0.0002,0.0005,0,0,0,0.0019,0.0019,0.0014,50,50,0,0.001,0.001,0,0.0015,53.1915,46.8085,0,0.00095,0,0,9.43E-05,0.000855674,0,0
3094,115,13,9,2011,10.28,2011-09-13,Boussole,B1150104,43.3663,7.8937,1,80,0.0116,0.001,0,0.0209,0.0209,0.0008,0.0136,0,0.0596,0.0596,0.066,26.8986,51.2627,21.8387,0.016,0.0306,0.013,0.0702,28.8156,52.0974,19.087,0.01475923,0.001272347,0,0.006600866,0.023951714,0.000620833,0.01239501
3095,115,13,9,2011,10.28,2011-09-13,Boussole,B1150105,43.3663,7.8937,1,70,0.0199,0.0024,0,0.035,0.0367,0.0043,0.0642,0.0241,0.097,0.1212,0.1588,19.7951,37.0551,43.1498,0.024,0.0449,0.0523,0.1633,21.9526,38.7368,39.3106,0.021409645,0.002582068,0,0.009347024,0.03556371,0.002821657,0.049475897
3096,115,13,9,2011,10.28,2011-09-13,Boussole,B1150106,43.3663,7.8937,1,60,0.0358,0.0072,0.0015,0.051,0.0757,0.0224,0.1552,0.074,0.2036,0.2776,0.3515,17.2472,32.6821,50.0707,0.0479,0.0907,0.139,0.3684,18.811,33.2353,47.9537,0.039861444,0.008016827,0.000710712,0.01409578,0.075919002,0.015212387,0.123783849
3097,115,13,9,2011,10.28,2011-09-13,Boussole,B1150107,43.3663,7.8937,1,50,0.0685,0.0363,0.0109,0.0997,0.226,0.047,0.205,0.1049,0.5395,0.6469,0.7237,20.4186,45.386,34.1954,0.1321,0.2936,0.2212,0.7877,21.6102,44.8068,33.583,0.086336107,0.045751835,0.005846023,0.031192198,0.25656354,0.036130926,0.185079371
3098,115,13,9,2011,10.28,2011-09-13,Boussole,B1150108,43.3663,7.8937,1,40,0.0603,0.0609,0.0129,0.0971,0.3317,0.0821,0.1919,0.1179,0.723,0.846,0.8983,19.0239,51.54,29.4361,0.1609,0.436,0.249,0.9956,19.9059,48.3713,31.7228,0.08007278,0.080869524,0.007289361,0.032006321,0.396732403,0.066495168,0.182534444
3099,115,13,9,2011,10.28,2011-09-13,Boussole,B1150109,43.3663,7.8937,1,30,0.0235,0.0287,0.0049,0.0374,0.1333,0.076,0.0703,0.0635,0.337,0.4019,0.3953,18.6199,46.8828,34.4973,0.0748,0.1884,0.1386,0.4753,17.9957,40.3644,41.6399,0.033689421,0.041144101,0.002989193,0.013309024,0.172123609,0.066453616,0.072191036
3100,115,13,9,2011,10.28,2011-09-13,Boussole,B1150110,43.3663,7.8937,1,20,0.0081,0.0155,0.0012,0.0158,0.0487,0.0431,0.0274,0.0251,0.1665,0.1925,0.1661,20.0319,40.9951,38.973,0.0386,0.0789,0.075,0.2098,18.5137,33.225,48.2614,0.013235063,0.025326355,0.000834362,0.006408362,0.071672832,0.042953406,0.03206962
3101,115,13,9,2011,10.28,2011-09-13,Boussole,B1150111,43.3663,7.8937,1,10,0.0057,0.0085,0.0006,0.0123,0.0355,0.0414,0.0146,0,0.1503,0.151,0.1201,16.6681,41.4162,41.9157,0.0252,0.0625,0.0633,0.1608,14.5003,31.4205,54.0792,0.010102954,0.015065808,0.00045254,0.005411623,0.056674339,0.044756198,0.018536538
3102,115,13,9,2011,10.28,2011-09-13,Boussole,B1150112,43.3663,7.8937,1,5,0.0039,0.0056,0.0013,0.0074,0.0224,0.0367,0.0083,0,0.1098,0.1104,0.0852,15.7296,37.3635,46.9069,0.0174,0.0412,0.0518,0.1227,12.7023,27.8291,59.4685,0.007128979,0.010236483,0.001011203,0.003357712,0.036880378,0.04091741,0.010867836
3103,115,14,9,2011,11.68,2011-09-14,Boussole,B1150801,43.3648,7.8956,8,200,0.0003,0,0,0.0002,0.0003,0,0,0,0.0014,0.0014,0.0009,48.3982,51.6018,0,0.0007,0.0007,0,0.0009,50.6329,49.3671,0,0.000677574,0,0,0.000112128,0.000610297,0,0
3104,115,14,9,2011,11.68,2011-09-14,Boussole,B1150803,43.3648,7.8956,8,151,0.0004,0,0,0.0003,0.0002,0,0,0,0.0019,0.0019,0.0009,61.1051,38.8949,0,0.0012,0.0007,0,0.001,61.127,38.873,0,0.001160997,0,0,0.000216143,0.00052286,0,0
3105,115,14,9,2011,11.68,2011-09-14,Boussole,B1150804,43.3648,7.8956,8,80,0.018,0.0021,0,0.0301,0.0298,0.0023,0.0356,0.0127,0.0871,0.0998,0.1147,24.7183,42.1967,33.0851,0.0247,0.0421,0.033,0.1201,26.9061,43.5743,29.5195,0.022091509,0.002577343,0,0.009169978,0.032942286,0.00172171,0.031297174
3106,115,14,9,2011,11.68,2011-09-14,Boussole,B1150805,43.3648,7.8956,8,70,0.0241,0.003,0.0004,0.0378,0.0411,0.006,0.0763,0.0317,0.1155,0.1472,0.1861,20.5324,35.2857,44.1819,0.0302,0.0519,0.065,0.1926,22.6246,36.9326,40.4428,0.026877895,0.003345796,0.000189832,0.010464511,0.041286175,0.004081397,0.060954394
3107,115,14,9,2011,11.68,2011-09-14,Boussole,B1150806,43.3648,7.8956,8,60,0.0294,0.0068,0.0011,0.0435,0.0583,0.0161,0.1178,0.0569,0.1611,0.218,0.2738,18.6426,32.8446,48.5127,0.0406,0.0716,0.1058,0.2874,20.316,33.593,46.091,0.033006706,0.007634204,0.000525508,0.012122524,0.058953286,0.01102453,0.094733243
3108,115,14,9,2011,11.68,2011-09-14,Boussole,B1150807,43.3648,7.8956,8,50,0.0741,0.0356,0.0077,0.0962,0.235,0.05,0.1894,0.1024,0.5461,0.6554,0.7257,21.3139,46.4014,32.2848,0.1397,0.3041,0.2116,0.7871,22.616,44.8381,32.546,0.094358288,0.045332727,0.004172388,0.030407859,0.26953447,0.038833916,0.172760352
3109,115,14,9,2011,11.68,2011-09-14,Boussole,B1150808,43.3648,7.8956,8,40,0.0384,0.0409,0.006,0.0563,0.207,0.1129,0.1177,0.0964,0.4824,0.5838,0.614,18.2112,46.6132,35.1756,0.1063,0.2721,0.2054,0.728,17.8228,40.1877,41.9895,0.051482652,0.054834387,0.003423049,0.018736437,0.249968129,0.092321524,0.113033821
3110,115,14,9,2011,11.68,2011-09-14,Boussole,B1150809,43.3648,7.8956,8,30,0.0109,0.0183,0.0016,0.0203,0.0767,0.0658,0.0399,0.0418,0.2083,0.2513,0.2435,16.9061,43.3099,39.7839,0.0425,0.1088,0.1,0.3073,15.6206,34.6241,49.7553,0.015859164,0.026625935,0.000990617,0.0073316,0.100515666,0.058392762,0.041584256
3111,115,14,9,2011,11.68,2011-09-14,Boussole,B1150810,43.3648,7.8956,8,20,0.0081,0.0197,0.0009,0.0159,0.0533,0.0439,0.0281,0,0.2049,0.2061,0.1791,21.8826,41.1971,36.9203,0.0451,0.0849,0.0761,0.2236,20.5135,33.2746,46.2119,0.013140631,0.031959313,0.000621306,0.006402908,0.077883062,0.043438524,0.032654255
3112,115,14,9,2011,11.68,2011-09-14,Boussole,B1150811,43.3648,7.8956,8,9,0.0037,0.0054,0.0009,0.0066,0.0229,0.0332,0.0095,0,0.1016,0.1016,0.0829,15.4756,38.5148,46.0096,0.0157,0.0391,0.0467,0.1159,12.8843,28.6476,58.4682,0.006392966,0.009330275,0.000661722,0.002830698,0.03563861,0.034987917,0.011757813
3113,115,14,9,2011,11.68,2011-09-14,Boussole,B1150812,43.3648,7.8956,8,5,0.0034,0.0046,0.001,0.0056,0.0215,0.035,0.007,0,0.0999,0.1006,0.0783,14.4034,38.1345,47.4622,0.0145,0.0384,0.0477,0.1132,11.5925,27.6181,60.7894,0.006158161,0.00833163,0.000770734,0.00251773,0.0350748,0.038665134,0.009081811
3115,116,18,10,2011,11.6,2011-10-18,Boussole,B1160102,43.3681,7.9016,1,150,0.0015,0,0,0.0006,0.0022,0.0002,0,0,0.0053,0.0053,0.0053,39.9735,56.7757,3.2508,0.0021,0.003,0.0002,0.0057,42.1348,51.5801,6.2851,0.002118598,0,0,0.000210357,0.002798753,0.000172293,0
3116,116,18,10,2011,11.6,2011-10-18,Boussole,B1160103,43.3681,7.9016,1,80,0.0198,0.0011,0.0003,0.0309,0.0293,0.0018,0.032,0.0118,0.0892,0.101,0.1115,26.4194,43.2174,30.3632,0.0267,0.0436,0.0307,0.1179,28.4293,44.9523,26.6184,0.025279202,0.0014044,0.000162986,0.009792771,0.033693831,0.001401684,0.029265126
3117,116,18,10,2011,11.6,2011-10-18,Boussole,B1160104,43.3681,7.9016,1,70,0.0346,0.0033,0.0006,0.0445,0.0441,0.0071,0.0889,0.0392,0.1459,0.1851,0.2213,24.1504,32.5123,43.3373,0.0447,0.0602,0.0802,0.2308,26.3699,34.2335,39.3965,0.040810068,0.00389229,0.000301144,0.013028672,0.04685052,0.005107741,0.075109564
3118,116,18,10,2011,11.6,2011-10-18,Boussole,B1160105,43.3681,7.9016,1,60,0.0732,0.0168,0.0026,0.0707,0.0872,0.0239,0.1741,0.0973,0.3223,0.4209,0.4603,27.5663,29.771,42.6627,0.116,0.1253,0.1796,0.4914,29.5445,30.57,39.8854,0.094368409,0.021658323,0.001426333,0.022624756,0.101255039,0.018792856,0.160774284
3119,116,18,10,2011,11.6,2011-10-18,Boussole,B1160106,43.3681,7.9016,1,51,0.1069,0.0282,0.0087,0.1115,0.164,0.0446,0.2245,0.1277,0.5565,0.6878,0.7081,26.9011,35.6615,37.4375,0.185,0.2453,0.2575,0.7761,28.1067,36.151,35.7424,0.146404346,0.038621165,0.00507023,0.037905311,0.202304116,0.037255506,0.220239326
3120,116,18,10,2011,11.6,2011-10-18,Boussole,B1160107,43.3681,7.9016,1,39,0.0512,0.0323,0.0077,0.0691,0.177,0.0726,0.1629,0.1166,0.4764,0.5957,0.5983,19.6784,42.3863,37.9353,0.1172,0.2525,0.226,0.6782,20.0325,39.669,40.2985,0.07187888,0.045345465,0.004599962,0.024080102,0.223815013,0.062165195,0.163815384
3121,116,18,10,2011,11.6,2011-10-18,Boussole,B1160108,43.3681,7.9016,1,31,0.0132,0.0177,0.0033,0.0275,0.0835,0.0543,0.04,0.0515,0.2335,0.2863,0.2483,17.5457,47.379,35.0753,0.0502,0.1356,0.1004,0.3062,16.5514,40.2086,43.24,0.021458924,0.028774466,0.002282864,0.011097257,0.122265828,0.053841007,0.046579654
3122,116,18,10,2011,11.6,2011-10-18,Boussole,B1160109,43.3681,7.9016,1,20,0.0075,0.0061,0.001,0.0157,0.0465,0.0376,0.0152,0.0218,0.1431,0.1658,0.132,14.5257,49.3508,36.1234,0.0241,0.0818,0.0599,0.1694,13.0985,39.2707,47.6309,0.013281432,0.010802232,0.000753556,0.006901321,0.074168793,0.040611668,0.019280997
3123,116,18,10,2011,11.6,2011-10-18,Boussole,B1160110,43.3681,7.9016,1,11,0.0073,0.0063,0.0012,0.0154,0.0473,0.0389,0.0146,0.0222,0.1481,0.1713,0.1336,14.3579,49.5526,36.0895,0.0246,0.0849,0.0618,0.1725,12.8692,39.3202,47.8106,0.013201786,0.011393322,0.000923471,0.006913206,0.077046971,0.042908048,0.018913197
3124,116,18,10,2011,11.6,2011-10-18,Boussole,B1160111,43.3681,7.9016,1,5,0.0069,0.0062,0.0023,0.0152,0.0448,0.0366,0.0126,0.0212,0.1465,0.1687,0.1263,14.6283,50.3655,35.0062,0.0247,0.085,0.0591,0.1657,12.9086,40.8715,46.2198,0.0129983,0.011679632,0.00184373,0.007107714,0.076015136,0.042053087,0.017002401
3126,117,15,11,2011,14.03,2011-11-15,Boussole,B1170102,43.365,7.8943,1,201,0.0002,0,0,0.0004,0.0003,0,0,0,0.0011,0.0011,0.0008,35.1183,64.8817,0,0.0004,0.0007,0,0.0009,35.4767,64.5233,0,0.000386301,0,0,0.000191781,0.000521918,0,0
3127,117,15,11,2011,14.03,2011-11-15,Boussole,B1170103,43.365,7.8943,1,151,0.0018,0,0,0.0034,0.0064,0,0.0009,0,0.0117,0.0117,0.0128,19.8825,72.9965,7.121,0.0023,0.0085,0.0008,0.0132,21.8812,72.1015,6.0173,0.002326251,0,0,0.001090717,0.007449871,0,0.000833161
3128,117,15,11,2011,14.03,2011-11-15,Boussole,B1170104,43.365,7.8943,1,71,0.0223,0.005,0.001,0.0627,0.0934,0.0278,0.206,0.115,0.189,0.304,0.4116,9.3515,34.2942,56.3543,0.0284,0.1043,0.1713,0.4237,10.3912,35.0821,54.5267,0.023221853,0.005206693,0.000443123,0.016207218,0.08760391,0.017656968,0.153660234
3129,117,15,11,2011,14.03,2011-11-15,Boussole,B1170105,43.365,7.8943,1,59,0.0287,0.0102,0.0038,0.0808,0.1147,0.0648,0.2311,0.1469,0.2848,0.4317,0.5202,10.5435,33.8761,55.5805,0.0455,0.1462,0.2399,0.574,10.9681,33.392,55.64,0.033581378,0.011934845,0.001892049,0.023468045,0.120882838,0.046245658,0.193695186
3130,117,15,11,2011,14.03,2011-11-15,Boussole,B1170106,43.365,7.8943,1,50,0.025,0.0152,0.0062,0.0755,0.1463,0.0833,0.2143,0.1616,0.3501,0.5125,0.5607,10.109,38.513,51.378,0.0518,0.1974,0.2633,0.6355,10.2889,36.572,53.1392,0.032219253,0.019589306,0.003400159,0.024153014,0.169826082,0.065478662,0.197833524
3131,117,15,11,2011,14.03,2011-11-15,Boussole,B1170107,43.365,7.8943,1,41,0.0143,0.0113,0.0035,0.0422,0.0986,0.0513,0.0839,0.0725,0.238,0.3112,0.307,11.7559,46.2773,41.9668,0.0366,0.144,0.1306,0.3573,11.6864,41.9446,46.3691,0.02043585,0.016148609,0.002128418,0.014969871,0.126916531,0.044715014,0.085885707
3132,117,15,11,2011,14.03,2011-11-15,Boussole,B1170108,43.365,7.8943,1,30,0.0099,0.0044,0.0012,0.0235,0.0542,0.03,0.021,0.0217,0.1511,0.1734,0.145,13.9101,53.6585,32.4314,0.0241,0.093,0.0562,0.176,13.1781,45.801,41.0209,0.016698566,0.007421585,0.000861306,0.009839223,0.082343228,0.030863458,0.025372634
3133,117,15,11,2011,14.03,2011-11-15,Boussole,B1170109,43.365,7.8943,1,21,0.0098,0.0047,0.0011,0.0211,0.051,0.0319,0.0207,0.0188,0.1514,0.1708,0.1416,14.4385,51.4227,34.1389,0.0247,0.0878,0.0583,0.174,13.5206,43.1995,43.2799,0.016667357,0.007993528,0.000796096,0.008907833,0.078125974,0.03309106,0.025218152
3134,117,15,11,2011,14.03,2011-11-15,Boussole,B1170110,43.365,7.8943,1,10,0.0094,0.0046,0.001,0.0194,0.0462,0.034,0.0179,0.0182,0.144,0.163,0.1331,14.8284,49.6263,35.5453,0.0242,0.0809,0.0579,0.1676,13.5566,40.7343,45.709,0.016228616,0.007941663,0.000734659,0.00831389,0.071842296,0.035802378,0.022136498
3135,117,15,11,2011,14.03,2011-11-15,Boussole,B1170111,43.365,7.8943,1,5,0.0085,0.0045,0.0012,0.0178,0.0404,0.0322,0.0147,0.0166,0.1305,0.1471,0.1191,15.3869,48.9041,35.7089,0.0226,0.0719,0.0525,0.1527,13.8235,39.9733,46.2032,0.014799277,0.007834911,0.000889068,0.007692908,0.063355971,0.034194542,0.018333322
3136,117,17,11,2011,12.62,2011-11-17,Boussole,B1170201,43.3651,7.896,2,201,0.0005,0,0,0.0004,0.0006,0,0,0,0.002,0.002,0.0016,43.8706,56.1294,0,0.0009,0.0011,0,0.0017,46.0829,53.9171,0,0.000877411,0,0,0.000174238,0.000948351,0,0
3137,117,17,11,2011,12.62,2011-11-17,Boussole,B1170202,43.3651,7.896,2,151,0.0024,0,0,0.0029,0.0037,0,0,0,0.0095,0.0095,0.0091,37.195,62.805,0,0.0035,0.006,0,0.0099,38.9492,61.0508,0,0.003533524,0,0,0.001059848,0.004906628,0,0
3138,117,17,11,2011,12.62,2011-11-17,Boussole,B1170203,43.3651,7.896,2,80,0.0151,0.0029,0.0006,0.0441,0.0623,0.0099,0.1192,0.0559,0.127,0.1829,0.2492,10.1845,38.088,51.7275,0.0186,0.0697,0.0946,0.2519,11.5141,39.8073,48.6786,0.015626375,0.003001092,0.000264219,0.011328406,0.058070284,0.006248789,0.088360835
3139,117,17,11,2011,12.62,2011-11-17,Boussole,B1170204,43.3651,7.896,2,71,0.0226,0.0056,0.0014,0.0575,0.0723,0.021,0.1855,0.0912,0.1775,0.2687,0.358,11.1079,31.5077,57.3844,0.0298,0.0847,0.1542,0.3682,12.3603,33.0976,54.5421,0.023919774,0.005927024,0.000630534,0.015106554,0.06892417,0.01355649,0.140635453
3140,117,17,11,2011,12.62,2011-11-17,Boussole,B1170205,43.3651,7.896,2,60,0.0281,0.0153,0.0094,0.0742,0.1107,0.0449,0.2306,0.1364,0.3272,0.4636,0.5049,12.1197,34.1047,53.7756,0.0562,0.1581,0.2493,0.5521,12.7712,35.9168,51.3121,0.03637913,0.019807854,0.005178524,0.023845082,0.129085724,0.035454525,0.213849161
3141,117,17,11,2011,12.62,2011-11-17,Boussole,B1170206,43.3651,7.896,2,50,0.0264,0.0155,0.0087,0.0699,0.1469,0.0457,0.1773,0.1142,0.3434,0.4584,0.4937,11.9665,43.8013,44.2321,0.0549,0.2008,0.2028,0.5426,12.5547,43.6165,43.8288,0.03456231,0.020292265,0.004846746,0.022715638,0.173222874,0.036491723,0.166268444
3142,117,17,11,2011,12.62,2011-11-17,Boussole,B1170207,43.3651,7.896,2,40,0.0182,0.0147,0.006,0.0527,0.1188,0.0609,0.1013,0.0947,0.2781,0.3737,0.374,12.4036,46.2359,41.3605,0.0464,0.1728,0.1546,0.4382,12.2463,42.5383,45.2154,0.025641621,0.02071054,0.003597141,0.018430352,0.150756186,0.052332409,0.102231751
3143,117,17,11,2011,12.62,2011-11-17,Boussole,B1170208,43.3651,7.896,2,30,0.0124,0.0093,0.0027,0.0331,0.0736,0.0443,0.0492,0.0484,0.1986,0.2477,0.2251,13.5948,47.3985,39.0067,0.0337,0.1174,0.0966,0.271,13.0535,41.704,45.2424,0.019242468,0.014431851,0.001782933,0.012750171,0.102873025,0.041929738,0.054689814
3144,117,17,11,2011,12.62,2011-11-17,Boussole,B1170209,43.3651,7.896,2,20,0.0091,0.0049,0.0015,0.0209,0.0459,0.0328,0.022,0.0208,0.1459,0.1674,0.1367,14.4429,48.6611,36.896,0.0242,0.0815,0.0618,0.1709,13.3047,41.0232,45.6722,0.015715337,0.008462105,0.001102315,0.008959371,0.07139694,0.034549001,0.027214932
3145,117,17,11,2011,12.62,2011-11-17,Boussole,B1170210,43.3651,7.896,2,10,0.008,0.0047,0.0017,0.0192,0.0421,0.0324,0.0174,0.0182,0.1391,0.1579,0.1246,14.3771,49.1417,36.4811,0.0227,0.0776,0.0576,0.1592,12.973,40.9703,46.0567,0.014300148,0.008401337,0.001293098,0.008519237,0.067782447,0.035324407,0.022279326
3146,117,17,11,2011,12.62,2011-11-17,Boussole,B1170211,43.3651,7.896,2,5,0.0078,0.005,0.0019,0.0192,0.0414,0.0313,0.0165,0.0177,0.1368,0.1552,0.1221,14.7851,49.5113,35.7036,0.0229,0.0768,0.0554,0.1563,13.3267,41.5386,45.1348,0.01398299,0.008963455,0.00144941,0.008543889,0.066848304,0.03422387,0.021188082
3147,117,18,11,2011,14.03,2011-11-18,Boussole,B1170901,43.3661,7.8953,9,201,0.0005,0,0,0.0004,0.0004,0,0,0,0.0017,0.0017,0.0014,52.1064,47.8936,0,0.0009,0.0008,0,0.0015,53.3333,46.6667,0,0.000885809,0,0,0.000175905,0.000638285,0,0
3148,117,18,11,2011,14.03,2011-11-18,Boussole,B1170902,43.3661,7.8953,9,151,0.0019,0,0,0.0024,0.0033,0,0,0,0.0079,0.0079,0.0077,34.7471,65.2529,0,0.0027,0.0052,0,0.0083,36.6177,63.3823,0,0.002745019,0,0,0.0008607,0.00429428,0,0
3149,117,18,11,2011,14.03,2011-11-18,Boussole,B1170903,43.3661,7.8953,9,81,0.0037,0,0,0.0145,0.0153,0.0015,0.0309,0.0117,0.0336,0.0453,0.0622,8.3845,39.3848,52.2307,0.0038,0.0178,0.0237,0.0621,9.5306,42.3707,48.0987,0.003798176,0,0,0.003694794,0.014146512,0.000939169,0.022721348
3150,117,18,11,2011,14.03,2011-11-18,Boussole,B1170904,43.3661,7.8953,9,71,0.0049,0.0012,0.0002,0.0165,0.0162,0.0023,0.0302,0.0139,0.0389,0.0529,0.0676,12.7328,39.1843,48.0829,0.0067,0.0207,0.0254,0.0696,14.1441,41.7555,44.1004,0.005410601,0.001325045,9.40E-05,0.004522539,0.016111985,0.001549019,0.023886836
3151,117,18,11,2011,14.03,2011-11-18,Boussole,B1170905,43.3661,7.8953,9,61,0.0136,0.004,0.0009,0.0429,0.0305,0.0147,0.1068,0.0551,0.112,0.1671,0.1996,12.4319,27.1972,60.3709,0.0208,0.0454,0.1009,0.2116,13.4398,29.7117,56.8484,0.016052369,0.004721285,0.000452038,0.012569165,0.032425349,0.01058271,0.090297084
3152,117,18,11,2011,14.03,2011-11-18,Boussole,B1170906,43.3661,7.8953,9,50,0.0249,0.0102,0.0037,0.0723,0.1072,0.0343,0.1572,0.1013,0.2615,0.3628,0.4014,12.3287,40.7715,46.8998,0.0447,0.1479,0.1702,0.4343,13.0954,40.9153,45.9892,0.031730427,0.012998006,0.002006367,0.022869875,0.12304273,0.026659379,0.143493216
3153,117,18,11,2011,14.03,2011-11-18,Boussole,B1170907,43.3661,7.8953,9,40,0.0217,0.0151,0.0071,0.0659,0.1569,0.0637,0.1505,0.1263,0.3208,0.4481,0.4853,10.6928,46.6939,42.6134,0.0479,0.2092,0.191,0.5483,10.9319,44.1156,44.9524,0.028253783,0.019660467,0.003933756,0.021298608,0.184002799,0.050586618,0.140363969
3154,117,18,11,2011,14.03,2011-11-18,Boussole,B1170908,43.3661,7.8953,9,30,0.0129,0.0108,0.0033,0.035,0.0789,0.0479,0.0448,0.05,0.2118,0.2626,0.2343,14.263,48.842,36.895,0.0375,0.1283,0.0969,0.2858,13.5324,42.6734,43.7942,0.02038666,0.017067902,0.002219231,0.013730089,0.112309886,0.046171207,0.050715026
3155,117,18,11,2011,14.03,2011-11-18,Boussole,B1170909,43.3661,7.8953,9,20,0.0095,0.0049,0.0012,0.0213,0.047,0.0339,0.0211,0.0194,0.1504,0.1707,0.1386,14.6458,48.9526,36.4016,0.025,0.0836,0.0621,0.1735,13.4793,40.8369,45.6838,0.016493259,0.008507049,0.000886536,0.009179339,0.073496278,0.035897311,0.026240228
3156,117,18,11,2011,14.03,2011-11-18,Boussole,B1170910,43.3661,7.8953,9,11,0.0091,0.0051,0.0012,0.0205,0.0458,0.0343,0.018,0.0196,0.1459,0.1664,0.1338,14.9685,49.3873,35.6442,0.0249,0.0822,0.0593,0.1693,13.6322,40.7418,45.626,0.01596189,0.008945675,0.000895687,0.008925771,0.072359076,0.036695802,0.022616099
3157,117,18,11,2011,14.03,2011-11-18,Boussole,B1170911,43.3661,7.8953,9,5,0.0087,0.0046,0.0014,0.0195,0.0441,0.0335,0.0166,0.0192,0.1397,0.1598,0.128,14.6507,49.7434,35.606,0.0234,0.0795,0.0569,0.1631,13.244,41.036,45.72,0.015314463,0.008097302,0.001048679,0.008520519,0.069920693,0.035967203,0.02093114
3159,118,11,12,2011,12.62,2011-12-11,Boussole,B1180702,43.3699,7.8987,7,201,0,0,0,0.0003,0.0002,0,0,0,0.0012,0.0012,0.0004,0,100,0,0,0.0012,0,0.0004,0,100,0,0,0,0,0.000350975,0.000849025,0,0
3160,118,11,12,2011,12.62,2011-12-11,Boussole,B1180703,43.3699,7.8987,7,80,0.0011,0,0,0.0024,0.0031,0,0,0,0.0072,0.0072,0.0063,24.5101,75.4899,0,0.0018,0.0054,0,0.0068,25.9358,74.0642,0,0.001764728,0,0,0.000955752,0.00447952,0,0
3161,118,11,12,2011,12.62,2011-12-11,Boussole,B1180704,43.3699,7.8987,7,71,0.0017,0,0,0.0037,0.0056,0.0004,0.0042,0,0.0122,0.0122,0.0154,15.575,54.6264,29.7986,0.0019,0.0067,0.0036,0.0158,17.162,55.0003,27.8377,0.001900156,0,0,0.001026576,0.005637843,0.000272697,0.003362729
3162,118,11,12,2011,12.62,2011-12-11,Boussole,B1180705,43.3699,7.8987,7,60,0.0039,0.0004,0,0.0107,0.0193,0.0014,0.0123,0.005,0.0327,0.0377,0.0479,12.6455,58.933,28.4216,0.0048,0.0222,0.0107,0.0491,14.0661,58.7913,27.1426,0.004323871,0.000443474,0,0.002944698,0.01927303,0.000946707,0.00976822
3163,118,11,12,2011,12.62,2011-12-11,Boussole,B1180706,43.3699,7.8987,7,50,0.0138,0.0024,0,0.0301,0.0605,0.0084,0.0469,0.0241,0.1053,0.1293,0.1648,13.86,53.0142,33.1258,0.0179,0.0685,0.0428,0.1709,15.2612,51.7991,32.9396,0.015266038,0.002654963,0,0.008265377,0.060281942,0.005667687,0.037163992
3164,118,11,12,2011,12.62,2011-12-11,Boussole,B1180707,43.3699,7.8987,7,39,0.028,0.0034,0.0012,0.0569,0.0984,0.0237,0.0832,0.0536,0.1805,0.2347,0.2943,15.0443,49.4759,35.4798,0.0353,0.1161,0.0833,0.3179,15.8785,47.7458,36.3757,0.031485693,0.003823263,0.000574207,0.015882411,0.099663223,0.016254848,0.067016356
3165,118,11,12,2011,12.62,2011-12-11,Boussole,B1180708,43.3699,7.8987,7,30,0.0362,0.0087,0.0027,0.0722,0.1107,0.035,0.1031,0.0722,0.2626,0.3357,0.365,17.344,45.8823,36.7737,0.0582,0.154,0.1234,0.4049,17.8932,44.2261,37.8807,0.046942212,0.011281692,0.001489879,0.023240267,0.129296632,0.027682312,0.095767006
3166,118,11,12,2011,12.62,2011-12-11,Boussole,B1180709,43.3699,7.8987,7,20,0.0183,0.0067,0.0045,0.0453,0.0854,0.0363,0.0405,0.0377,0.2273,0.266,0.2344,15.0393,54.1897,30.771,0.04,0.1441,0.0819,0.2798,14.462,49.5814,35.9566,0.02928331,0.010721212,0.003064176,0.017993524,0.123086823,0.035428686,0.046422269
3167,118,11,12,2011,12.62,2011-12-11,Boussole,B1180710,43.3699,7.8987,7,10,0.0139,0.0041,0.0034,0.0328,0.0715,0.0322,0.025,0.025,0.1786,0.2045,0.1826,13.8957,57.1184,28.986,0.0284,0.1168,0.0593,0.221,13.1633,50.7967,36.04,0.021943944,0.006472674,0.002284078,0.012853537,0.101669464,0.03100524,0.028271064
3168,118,11,12,2011,12.62,2011-12-11,Boussole,B1180711,43.3699,7.8987,7,6,0.0131,0.0029,0.0038,0.032,0.0723,0.0418,0.0245,0.026,0.2058,0.233,0.1886,11.9647,55.8466,32.1887,0.0279,0.1301,0.075,0.236,10.9335,48.2265,40.84,0.022824989,0.00505286,0.002817442,0.013840067,0.113465071,0.044421672,0.030577898
